Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
11501,MO,Alternative Fuel Tax,"Compressed natural gas (CNG) used as a vehicle fuel is taxed on a
gasoline gallon equivalent (GGE) basis as follows:

-   \$0.11 per GGE from January 1, 2020, until December 31, 2024; and
-   \$0.17 per GGE from January 1, 2025, and beyond.

Liquefied natural gas (LNG) used as a vehicle fuel is taxed on a diesel
gallon equivalent (DGE) basis as follows:

-   \$0.11 per DGE from January 1, 2020, until December 31, 2024; and
-   \$0.17 per DGE from January 1, 2025, and beyond.

Liquefied petroleum gas (propane) used as a vehicle fuel is taxed on a
gasoline gallon basis as follows:

-   \$0.11 per gallon from January 1, 2020, until December 31, 2024; and
-   \$0.17 per gallon from January 1, 2025, and beyond.

In the absence of a [National Institute of Standards and
Technology](https://www.nist.gov/) definition of GGE, a GGE will be
equal to 5.66 pounds (lbs) of natural gas for CNG and a DGE will be
equal to 6.06 lbs. for LNG. If natural gas is used for fueling vehicles
as well as for another use, such as home heating, the tax applies to the
entire amount of natural gas consumed, unless the Missouri Department of
Revenue approves a separate meter and accounting system.

(Reference [Missouri Revised
Statutes](https://revisor.mo.gov/main/Home.aspx) 142.803 and 142.869)
",2014-07-07 00:00:00 UTC,2017-06-28 00:00:00 UTC,FALSE,48,Laws and Regulations,,2017-07-11 12:45:09 UTC,,,,,NG,,FUEL,STATION|PURCH|FLEET|IND,http://www.moga.mo.gov/indexnew.html|http://www.moga.mo.gov/indexnew.html|http://www.moga.mo.gov/
11509,IL,Natural Gas and Propane Vehicle Weight Exemption,"A vehicle powered by natural gas or propane may exceed the state\'s
gross, axle, and bridge vehicle weight limits by up to 2,000 pounds.
This exemption does not apply on interstate highways. (Reference 625
[Illinois Compiled
Statutes](http://www.ilga.gov/legislation/ilcs/ilcs.asp) 5/15-111)
",2014-08-22 00:00:00 UTC,,FALSE,67,State Incentives,,2014-09-17 15:02:26 UTC,,,,,NG|LPG,EXEM,,FLEET|GOV|IND,http://www.ilga.gov/legislation/ilcs/ilcs.asp
11522,MN,Plug-In Electric Vehicle (PEV) Time-Of-Use (TOU) Rate - Connexus Energy,"Connexus Energy offers residential customers with PEVs a TOU rate. A
separate meter is required. For more information, see the Connexus
Energy [Electric
Vehicle](https://www.connexusenergy.com/save-money-and-energy/programs-rebates/electric-vehicles)
website.
",,,FALSE,46,Utility/Private Incentives,,2016-08-04 17:27:17 UTC,,,,,ELEC|PHEV,RBATE,,STATION|IND,
11528,CA,Establishment of a Zero Emission Medium- and Heavy-Duty Vehicle Program,"The California Clean Truck, Bus, and Off-Road Vehicle and Equipment
Technology Program (Program) will provide funding for development,
demonstration, pre-commercial pilot, and early commercial implementation
projects for zero and near-zero emission trucks, buses, and off-road
vehicles and equipment. Eligible projects include, but are not limited
to, the following:

-   Technology development, demonstration, pre-commercial pilots, and
    early commercial implementation projects for zero and near-zero
    emission truck technology;
-   Zero and near-zero emission bus technology development,
    demonstration, pre-commercial pilots, and early commercial
    deployments, including pilots of multiple vehicles at one site or
    region;
-   Purchase incentives for commercially available zero and near-zero
    emission truck, bus, and off-road vehicle and equipment technologies
    and fueling infrastructure; and
-   Projects that support greater commercial motor vehicle and equipment
    freight efficiency and greenhouse gas emissions reductions,
    including autonomous vehicles, grid integration technology, and
    charge management solutions.

Remanufactured and retrofitted vehicles meeting warranty and emissions
requirements may also qualify for funding. The Program is expected to
provide \$12 million to \$20 million in funding annually through
December 31, 2021. At least 20% of allocated funds must go towards early
commercial deployment of eligible vehicles and equipment. The California
Air Resources Board and the State Energy Resources Conservation and
Development Commission will develop and administer the Program.

(Reference [California Health and Safety Code](http://www.oal.ca.gov/)
39719.2)
",2014-09-21 00:00:00 UTC,2018-09-22 00:00:00 UTC,FALSE,166,Laws and Regulations,,2018-11-13 17:25:10 UTC,,,,,AUTONOMOUS|ELEC|HY|PHEV,,OTHER,FLEET|GOV|IND,http://www.oal.ca.gov/|http://leginfo.legislature.ca.gov/faces/home.xhtml
11547,NC,Alternative Fuels Tax,"The state motor fuel tax on liquefied natural gas (LNG) is imposed based
on the diesel gallon equivalent (DGE) and the tax on propane and
compressed natural gas (CNG) is based on the gasoline gallon equivalent
(GGE). For taxation purposes, one GGE of propane and CNG is equal to
5.75 pounds (lbs.) and 5.66 lbs., respectively, and one DGE of LNG is
equal to 6.06 lbs. The North Carolina Department of Revenue will
determine the equivalent rate for all other non-liquid alternative
fuels. Certain exclusions apply. For more information, including current
tax rates, see the [Motor Fuels Tax
Information](https://www.ncdor.gov/taxes-forms/motor-fuels-tax) website.
(Reference [North Carolina General
Statutes](http://www.ncleg.net/gascripts/Statutes/Statutes.asp)
105-449.130 and 105-449.136)
",2014-06-04 00:00:00 UTC,2015-08-18 00:00:00 UTC,FALSE,50,Laws and Regulations,,2015-10-13 14:20:40 UTC,,,,,NG,,FUEL,STATION|PURCH|FLEET|IND,http://www.ncleg.net/|http://www.ncga.state.nc.us/|http://www.ncleg.net/gascripts/Statutes/Statutes.asp
11549,PA,Neighborhood Electric Vehicle (NEV) Definition,"A NEV is defined as a four-wheeled electric vehicle that has a maximum
speed greater than 20 miles per hour (mph) but not more than 25 mph. All
vehicles must comply with the safety standards established in Title 49
of the [U.S. Code of Federal
Regulations](https://www.govinfo.gov/app/collection/cfr), section
571.500. Drivers must maintain a defined level of insurance coverage for
all registered vehicles. (Reference Title 75 [Pennsylvania
Statutes](http://government.westlaw.com/linkedslice/default.asp?SP=pac-1000)
Part I, Chapter 1, Section 102 and Part II, Chapter 17, Subchapter H,
Section 1788)
",2014-10-22 00:00:00 UTC,,FALSE,75,Laws and Regulations,,2014-11-06 17:48:13 UTC,,,,,ELEC,,DREST,IND,http://www.legis.state.pa.us/|http://government.westlaw.com/linkedslice/default.asp?SP=pac-1000
11557,CA,Plug-In Electric Vehicle (PEV) Charging Electricity Exemption,"Electricity used to charge PEVs at a state-owned parking facility is
exempt from California law prohibiting gifting public money or items of
value. (Reference [California Government Code](http://www.oal.ca.gov/)
14678)
",2014-08-19 00:00:00 UTC,,FALSE,186,Laws and Regulations,,2014-12-18 21:34:56 UTC,,,,,ELEC|PHEV,,REQ,STATION|IND,http://www.oal.ca.gov/
11558,CA,Residential Electric Vehicle Supply Equipment (EVSE) Financing Program ,"Property Assessed Clean Energy (PACE) Loss Reserve Program financing
allows property owners to borrow funds to pay for energy improvements,
including purchasing and installing EVSE. The borrower repays the
financing over a defined period of time through a special assessment on
the property. Local governments in California are authorized to
establish PACE programs. Property owners must agree to a contractual
assessment on the property tax bill, have a clean property title, and be
current on property taxes and mortgages. Financing limits are 15% of the
first \$700,000 of the property value and 10% of the remaining property
value. For more information, see the California Alternative Energy and
Advanced Transportation Financing Authority [PACE Loss Reserve
Program](https://www.treasurer.ca.gov/caeatfa/pace/index.asp) website.
(Reference [California Public Resources Code](http://www.oal.ca.gov/)
26004-26082)
",2014-09-26 00:00:00 UTC,,FALSE,63,State Incentives,,2014-12-19 00:03:34 UTC,,,,,ELEC|PHEV,LOANS,,STATION|FLEET|GOV|IND,http://www.oal.ca.gov/
11561,CT,Reduced Registration Fee for Electric Vehicles (EVs),"EVs are eligible for a reduced biennial vehicle registration fee of
\$57. For more information, refer to the Connecticut Department of Motor
Vehicles [Vehicle Registration
Fees](http://www.ct.gov/dmv/cwp/view.asp?a=802&q=244546) website.
(Reference [Connecticut General Statutes](http://www.cga.ct.gov/)
14-49(f))
",2013-01-01 00:00:00 UTC,,FALSE,23,State Incentives,,,,,,,ELEC|PHEV,OTHER,,IND,http://www.cga.ct.gov/
11564,MA,Plug-In Electric Vehicle (PEV) Grants for Public Fleets,"The Massachusetts Electric Vehicle Incentive Program (MassEVIP) provides
grants for the purchase or lease of qualified PEVs and zero emission
motorcycles. Eligible applicants include local governments, public
universities and colleges, and state agencies. Vehicle incentives are
available in the following amounts:

  Vehicle Type                             Incentive for Purchase   Incentive for Lease
  ---------------------------------------- ------------------------ ---------------------
  All-electric vehicle (EV)                Up to \$7,500            Up to \$5,000
  Plug-in hybrid electric vehicle (PHEV)   Up to \$5,000            Up to \$3,000
  Zero emission motorcycle                 Up to \$750              N/A

Applicants may receive funding for a maximum of 25 vehicles, including
EVs, PHEVs, and zero emission motorcycles.

Applications are accepted on a first-come, first-served basis until
funds are exhausted. For more information, including funding
availability, application, and eligibility requirements, visit the
[Apply for MassEVIP Fleet
Incentives](https://www.mass.gov/how-to/apply-for-massevip-fleets-incentives)
website.
",,,FALSE,9,State Incentives,,2019-02-11 16:24:28 UTC,,,,,ELEC|PHEV,GNT,,STATION|GOV|IND,
11566,NY,Clean Truck Replacement Program,"The Port Authority of New York & New Jersey's Truck Replacement Program
(Program) provides funding for up to 50% of the cost to replace a
heavily emitting truck or up to \$25,000, whichever is less. Eligible
recipients include independent owner operators and licensed motor
carriers servicing the port with drayage trucks equipped with Model Year
1996 to 2003 engines. Funding is limited to two replacement trucks per
eligible applicant. Additional rules and conditions apply. For more
information, see the
[Program](https://www.panynj.gov/port/en/our-port/sustainability/truck-replacement-program.html)
website.
",,,FALSE,17,State Incentives,,2015-11-13 18:24:35 UTC,,,,,EFFEC|OTHER,LOANS,,FLEET|GOV|IND,
11567,NY,Clean Truck Port Requirements,"Port drayage trucks must meet or exceed Model Year 2010 engine federal
emissions standards to access the Port Authority of New York & New
Jersey (PANYNJ) marine terminals. Drayage trucks operating on liquefied
or compressed natural gas, electricity, or hybrid electric technology
are exempt from these requirements. For purposes of this rule, drayage
trucks are defined as on-road vehicles with a gross vehicle weight
rating of 33,001 pounds or greater and intended to load, unload, or
transport cargo from PANYNJ terminals. Additional rules apply. For more
information, see the
[PANYNJ](http://www.panynj.gov/about/port-initiatives.html) website.
",,,FALSE,60,Laws and Regulations,,,,,,,ELEC|EFFEC|HEV|NG|OTHER|PHEV,,AIRQEMISSIONS|DREST,FLEET|GOV|IND,
11568,NJ,Clean Truck Replacement Program,"The Port Authority of New York & New Jersey's Truck Replacement Program
(Program) provides funding for up to 50% of the cost to replace a
heavily emitting truck or up to \$25,000, whichever is less. Eligible
recipients include independent owner operators and licensed motor
carriers servicing the port with drayage trucks equipped with Model Year
1996 to 2003 engines. Funding is limited to two replacement trucks per
eligible applicant. Additional rules and conditions apply. For more
information, see the
[Program](https://www.panynj.gov/port/en/our-port/sustainability/truck-replacement-program.html)
website.
",,,FALSE,11,State Incentives,,2015-11-13 16:59:24 UTC,,,,,EFFEC|OTHER,LOANS,,FLEET|GOV|IND,
11569,NJ,Clean Truck Port Requirements,"Port drayage trucks must meet or exceed Model Year 2010 engine federal
emissions standards to access the Port Authority of New York & New
Jersey (PANYNJ) marine terminals. Drayage trucks operating on liquefied
or compressed natural gas, electricity, or hybrid electric technology
are exempt from these requirements. For purposes of this rule, drayage
trucks are defined as on-road vehicles with a gross vehicle weight
rating of 33,001 pounds or greater and intended to load, unload, or
transport cargo from PANYNJ terminals. Additional rules apply. For more
information, see the
[PANYNJ](http://www.panynj.gov/about/port-initiatives.html) website.
",,,FALSE,50,Laws and Regulations,,2017-12-12 22:15:23 UTC,,,,,ELEC|EFFEC|HEV|NG|OTHER|PHEV,,AIRQEMISSIONS|DREST,FLEET|GOV|IND,
11572,RI,Electric Vehicle Emissions Inspection Exemption,"Vehicles powered exclusively by electricity are exempt from state
emissions control inspections. For more information, see the [Rhode
Island Emissions and Safety Testing
Program](https://www.riinspection.org/) website. (Reference [Rhode
Island General Laws](http://webserver.rilin.state.ri.us/Statutes/)
31-47.1-5)
",1993-08-26 00:00:00 UTC,,FALSE,7,State Incentives,,,,,,,ELEC,EXEM,,FLEET|GOV|IND,http://webserver.rilin.state.ri.us/Statutes
11573,OH,Alternative Fuel Vehicle (AFV) Emissions Inspection Exemption,"Vehicles powered exclusively by electricity, propane, or natural gas are
exempt from state motor vehicle emissions inspections after receiving a
one-time verification inspection. For more information, see the Ohio
Environmental Protection Agency\'s
[E-Check](http://www.ohioecheck.info/) website. (Reference [Ohio
Administrative Code](http://codes.ohio.gov/) 3745.26)
",1996-08-15 00:00:00 UTC,,FALSE,32,State Incentives,,,,,,,ELEC|NG|LPG,EXEM,,FLEET|GOV|IND,http://www.epa.ohio.gov/dapc/mobile.aspx
